club,player,comment,label
vfb,Pascal Stenzel,Wirkt sehr müde und Motivationslos auf mich. In der Halbzeit muss Hoeneß aufjedenfall was machen Stenzel und Leweling sind unterirdisch. Ich hoffe in der 2. Hälfte wird alles besser es ist noch alles möglich alles geben und die 3 Punkte mit nachhause nehmen Forza VfB🤍❤️🔥,NEGATIVE
vfb,Pascal Stenzel,Stenzelinho macht sich schon bereit Vini und Mbappe abzuräumen 😂,POSITIVE
vfb,Pascal Stenzel,Stenzel kratzig raus,NEGATIVE
vfb,Pascal Stenzel,Stenzel in den Sturm und CL kann kommen😅,POSITIVE
vfb,Pascal Stenzel,Stenzel wird Mbappé zeigen wo's lang geht 🤫,POSITIVE
vfb,Pascal Stenzel,Stenzel so ein Gott wirklich. So ein unterschätzter Spieler. Ist seit Jahren immer eine Konstante 🙌,POSITIVE
vfb,Pascal Stenzel,Stenzel nicht tragbar,NEGATIVE
vfb,Pascal Stenzel,Bitte nie wieder Stenzel in die Startelf!,NEGATIVE
vfb,Pascal Stenzel,Stenzel morgen Fallrückzieher Tor,POSITIVE
vfb,Pascal Stenzel,Krätzig raus und Stenzel sonst passt weiter so!!!,NEGATIVE
vfb,Pascal Stenzel,Jetzt muss nur noch Stenzelhino am Dienstag der Fußballwelt zeigen wer ist! #mademyday,POSITIVE
vfb,Pascal Stenzel,Besser und schneller als Stenzel,NEGATIVE
vfb,Pascal Stenzel,"Stenzel darf kein weiteres Spiel mehr spielen wenn wir so ein Typen auf der Bank haben, starke Einzelleistung gestern 💪🏼",NEGATIVE
vfb,Pascal Stenzel,Stenzel- Mr. Aura 😮‍💨,POSITIVE
vfb,Pascal Stenzel,Stenzel mit seinen Fake Stats am Start,NEUTRAL
vfb,Pascal Stenzel,Wie soll ein stenzel gegen vinicius jr verteidigen… das wird was,NEGATIVE
vfb,Pascal Stenzel,"Madrid mag stark sein, aber haben sie schon einmal Stenzels Blutgrätsche, Chabots Tackling, Führichs Dribbling, Rieders Freistoß und Undavs Schuss erlebt? Ich glaube nicht! ⚪🔴",POSITIVE
vfb,Pascal Stenzel,Stenzel einfach in der  Champions league wenn ich mbappe wäre hätte ich schon mal Angst,POSITIVE
vfb,Pascal Stenzel,Stenzel auf die Bank Silas von Anfang  in die Startelf!!❤️,NEGATIVE
vfb,Pascal Stenzel,Stenzel frisst heute mbappe,POSITIVE
vfb,Pascal Stenzel,"Stenzel weiß aber schon, das er bei VfB spielt und nicht mehr bei Freiburg?",NEGATIVE
vfb,Pascal Stenzel,Und in der CL tanzt er dann Stenzel aus🥲😵‍💫,NEGATIVE
vfb,Pascal Stenzel,Stenzel goat,POSITIVE
vfb,Pascal Stenzel,"Puh, was ein Spiel. Ich war live dabei. Die Verteidgung war komplett überfordert, die Offensive überheblich. Die Saison wird kein Selbstläufer. Den Erfolg der letzten Saison muss man sich neu erarbeiten, dieses Mal aber als Favorit. Zumindest im Moment noch. Stenzel Totalausfall. Stiller IV? Nachholbedarf in der Abwehr + mehr Biss bei der gesamten Mannschaft.",NEGATIVE
vfb,Pascal Stenzel,Stenzel bitte 2. Mannschaft mittrainieren lassen,NEGATIVE
vfb,Pascal Stenzel,"Wie se alle wieder Stenzel bashen. A) es ist kein anderer mehr da. B) Seine Defizite sind bekannt, der braucht Hilfe auf der Seite bzw muss man 1-gegen-1 Situationen möglichst gar nicht erst entstehen lassen. Da ist der Rest der Truppe gefragt, und das hat man auch in der Vergangenheit schon deutlich besser hinbekommen,.",NEUTRAL
vfb,Pascal Stenzel,Also wie man Stenzel Fußballgott nennen kann ist mir ein Rätsel,NEGATIVE
vfb,Pascal Stenzel,Pascal stenzel,NEUTRAL
vfb,Pascal Stenzel,Lewingel stenzel raus,NEGATIVE
vfb,Pascal Stenzel,Top..Stenzel kanns selber net glauben😂😂Weiter so❤️❤️,POSITIVE
vfb,Pascal Stenzel,Stenzel > Anton,POSITIVE
vfb,Pascal Stenzel,Wenn der gegnerische Experte im Halbzeitinterview Stenzel als Stürmer bezeichnet 😂😂😂. Richtig geil Jungs ❤️⚪️🔴,POSITIVE
vfb,Pascal Stenzel,Wacht auf und bitte Stenzel raus,NEGATIVE
vfb,Pascal Stenzel,Mbappé hat schon Angst vor Stenzel 😈,POSITIVE
vfb,Pascal Stenzel,"In Freiburg kann man schon mal verlieren. Die haben nach dem schnellen Rückstand nicht resigniert und nach der ersten Trinkpause richtig Druck gemacht - vor allem über ihre starke linke Seite. Bei diesem Druck über links war der von seinen Mitspielern nicht genügend unterstützte RV Stenzel in der Defensive überfordert, ebenso Stiller, der als Not-IV auch im Mittelfeld fehlte. Was ich aber überhaupt nicht verstehe: Dass das von Flo Müller gehütete Tor nicht spätestens nach dem Slapstick-1:2 unter Dauerbeschuss aus allen Lagen genommen wurde. Müller hatte ab der 2. Spielminute einen gemütlichen Arbeitstag.",NEGATIVE
vfb,Pascal Stenzel,Stenzel bitte sofort runter,NEGATIVE
vfb,Pascal Stenzel,Man merkt das stiller fehlt im Mittelfeld aber es fordert auch kaum einer Mal den Ball. Stenzel naja das weiß halt jeder Gegner. Hoeneß fehlen aber da die alternativen momentan muss man ehrlich sein genau wie IV,NEGATIVE
vfb,Pascal Stenzel,Stenzel der größte Witz 😂,NEGATIVE
vfb,Pascal Stenzel,Stenzel ist der neue Niedermeier 😂 Sehr starke Leistung von der Mannschaft bis jetzt💪🏼👌🏼,POSITIVE
vfb,Pascal Stenzel,Also Stenzel ist echt hart. Stellt euch vor der spielt gegen Vinicius Junior 🤣,NEGATIVE
vfb,Pascal Stenzel,Werden wir etwa des Weltduells Vini Jr - Stenzelinho beraubt??😢,POSITIVE
vfb,Pascal Stenzel,Stenzel wird über sich hinaus wachsen,POSITIVE
vfb,Pascal Stenzel,🐐🐐🐐Pascal Stenzel,POSITIVE
vfb,Pascal Stenzel,Stenzel leider einfach nicht Bundesliga tauglich hoffentlich bald wieder mit stergiou oder vagnomann,NEGATIVE
vfb,Pascal Stenzel,Was spielen die da heute echt schlimm 🙈Fehlpässe dann der langsame Stenzel ist Katastrophe verliert jeden Zweikampf. Und offensiv ist es auch nicht berauschend 😒,NEGATIVE
vfb,Pascal Stenzel,Chase > Stenzel,NEGATIVE
vfb,Pascal Stenzel,"Sehr starkes Spiel von allen Beteiligten, Chase und Stenzel sind meiner Meinung nach besonders hevorzuheben🤍❤️",
bvb,Emre Can,Can sofort verkaufen eine Katastrophe 👍,NEGATIVE
bvb,Emre Can,And now no Can and no Schlotti so Brandt is the captain,NEUTRAL
bvb,Emre Can,Ohne Can und direkt läuft es👏,NEGATIVE
bvb,Emre Can,"Der Trainer hat super Spieler nur leider macht er keine Einheit daraus. Der beste Stürmer bekommt keine Bälle. Es fehlt in der Abwehr an Erfahrung. Hummels ? Was bringen einem schnelle Spieler wenn du im Mittelfeld Can hast, der jedes Mal das Tempo verschleppt. Hier fehlt eindeutig ein erfahrener Trainer.  Jedes Mal das hoffen nach der Halbzeit geht's los bei Dortmund..... aber nix passiert.  Es wird nicht früh genug angegriffen.  Guckt sich sahin keine anderen Spiele an Stuttgart,  Bayern, Leverkusen....",NEGATIVE
bvb,Emre Can,"Wieso hat Can 8,5 bekommen,wenn der Schuss nicht mal gut platziert war und nicht mal ins Tor gegangen ist ? 😅",NEGATIVE
bvb,Emre Can,"Can, den wichtigsten Player sehe ich nicht 😮",POSITIVE
bvb,Emre Can,"Can-Spiel! Nach vorne kein System, nach hinten Verunsicherung",NEGATIVE
bvb,Emre Can,Can mit geschickte style,NEUTRAL
bvb,Emre Can,@cccan.ak da wird sich ne Revanche für den 1. Juni geholt! 🖤💛,NEUTRAL
bvb,Emre Can,Can weg und beier rein und vollgas,NEGATIVE
bvb,Emre Can,Can heute wieder überragend,POSITIVE
bvb,Emre Can,Can,NEUTRAL
bvb,Emre Can,@allecanhater !!!!!!,NEUTRAL
bvb,Emre Can,Cant wait to meet your fans on away day 🇵🇸,NEUTRAL
bvb,Emre Can,"Dede, Atleticano de coração esse aí 👏👏👏",NEUTRAL
bvb,Emre Can,@denizcanicyer,NEUTRAL
bvb,Emre Can,"Can als Kapitän, Sahin als Trainer. Wer hat euch angelogen 😂😂😂😭",NEGATIVE
bvb,Emre Can,I heard a little Jamaican in him 😹,NEUTRAL
bvb,Emre Can,Emre ist der faule Can im Mund des Bvb!,NEGATIVE
bvb,Emre Can,why he cant do this in my ultimate team😭,NEGATIVE
bvb,Emre Can,Can spielt nicht von Anfang an.  Das heißt wir werden stabiler spielen. Heute ist ein Sieg garantiert. 🔥,NEGATIVE
bvb,Emre Can,"Can und Groß kannste vergessen zusammen.. Kein Sabitzer?  Anton guter Zweikämpfer, aber kann kein fussi spielen. Das ist planlos. Keine Struktur",NEGATIVE
bvb,Emre Can,"Sobald Can auf dem Platz steht, ist der Raum zwischen Mittelpunkt und 16er verloren und die Mannschaft hat keine Power und keinen Kampfgeist.",NEGATIVE
bvb,Emre Can,Brandt und Can zurecht nicht mehr für die Nationalmannschaft Nominiert! Einfach unterirdisch.,NEGATIVE
bvb,Emre Can,Sahin can go.  Anton can go.  Rickens open your eyes.,NEUTRAL
bvb,Emre Can,Bro nmecha can’t play a match…,NEUTRAL
bvb,Emre Can,"Diese ständige Hetze gegen einzelne Spieler insbesondere gegen Can zurzeit, muss endlich ein Ende haben!!!🖤💛",POSITIVE
bvb,Emre Can,"Couto und Baier krasse Fehltransfers.  Bensebaini ist jetzt sogar noch schlecht als vorher.Emre Can ist immer noch der schlechteste 6er der Liga.Kobels Zeitspiel da hinten regt mich am alllller meisten auf. 0,0 Sicherheit. Es wird Zeit für 5-6 neue Spieler.",NEGATIVE
bvb,Emre Can,Das erinnert mich stark an Emre Cans ersten Auftritt in unserem Trikot...,NEUTRAL
bvb,Emre Can,"Für Trust in the process darf Can nie wieder von Anfang an spielen. Die meisten Tore hat der BVB ohnehin dann erzielt, wenn er nicht auf dem Platz stand. Die Mannschaft kann sich nur ohne Can weiter entwickeln.",NEGATIVE
bvb,Emre Can,Can should have scored the penalty last May,POSITIVE
bvb,Emre Can,come on we can do.it we need to won today,NEUTRAL
bvb,Emre Can,‼️ Verkaufen ‼️ Bitte ‼️CanNmechaMalenBensebainiReyna,NEGATIVE
bvb,Emre Can,Diese Kommentare Einfach Bodenlos Stark Emre Can ❤️,POSITIVE
bvb,Emre Can,2 Africans ✊🇩🇿🇬🇳,NEUTRAL
bvb,Emre Can,Can als Kapitän sofort absetzen. Eine Frechheit den Jedes Spiel von Anfang an spielen zu lassen. Und dafür einen Sabitzer auf der Bank lassen. Unfassbar,NEGATIVE
bvb,Emre Can,Emre can wie kann so einer Kapitän sein der schlechteste Mittelfeld spieler in der BL ein sabitzer sitzt 75 Minuten auf der bank schlotterbeck grauenhaft couto auch echt nicht gut dieses spiel dann kommt ein bensebaini rein der absolut schlecht ist schon seit dem er bei Dortmund ist beier auch echt nicht gut also und das schlimmste ist keiner außer ryerson und guirassy hat versucht zu kämpfen,NEGATIVE
bvb,Emre Can,Irgendwie hat er nen Antritt wie Emre Can🤓,NEUTRAL
bvb,Emre Can,@adis.se_ Bruder was ein Assist von Can 😍😍😍😍,POSITIVE
bvb,Emre Can,"Geschenk von Terzic an den BVB , aber den Mexicaner wollte er nicht",NEUTRAL
bvb,Emre Can,"Ich bin kein ausgebildeter Fussballlehrer , würde mir gern wünschen mehr offensive , Kobel - Bensebaini - Schlotterbeck - Süle - Ryerson/Couto - Gittens - Brandt - Can - Duranville/Malen - Adeyemi/Beier als HS/MS - Guirassy ...why Not ??? 😉⚽⚽🤔.. Bitte 3 Punkte morgen.👏",POSITIVE
bvb,Emre Can,New Goat🖤💛 @emrecan23,POSITIVE
bvb,Emre Can,Can ist Problem von BVB weil er ist sehr langsam und ist sehr alt geworden er kann nur 10 Minuten spielen,NEGATIVE
bvb,Emre Can,"Die ganzen Kommentare gegen Sahin gehen mir auf die Nerven. Der hat mit dem ganzen nichts zu tun, hat man ja die ganze Zeit gemerkt. Er sagt Anton das er vorrücken soll und Anton macht das war er will, er sagt Can das er abspielen soll und Can macht da seine Tricks die zu nichts führen. 🤷🏻‍♂️",NEGATIVE
bvb,Emre Can,Cant bro smile?,NEUTRAL
bvb,Emre Can,Warum zum Teufel sitzt Sabi auf der Bank und Can spielt???,NEGATIVE
bvb,Emre Can,Wow can’t make the st Pauli game now coming from America 😭,NEUTRAL
bvb,Emre Can,"Mit Sahin als Trainer, Can als Kapitän und Brandt als Spielmacher sind wir einfach nur noch Mittelmaß!",NEGATIVE
bvb,Emre Can,Maybe the can win with their international teams at least,NEUTRAL
bvb,Emre Can,Wie kann man es immernoch verantworten Can 90min spielen zu lassen und ihm dann auch noch die Kapitänsbinde tragen zu lassen. Für mich einer der schlechtesten Spieler der Bundesliga.,NEGATIVE
fch,Niklas Dorsch,Jaaa Dorsch!! Willkommen Züruck ❤️💙 wir ziehen mit Dorsch durch Europa,POSITIVE
fch,Niklas Dorsch,Mein Bruder @niklasdorsch ich wünsche dir das aller beste für deinen weiteren Weg und ich werde immer hinter dir stehen ❤️🫶😍,POSITIVE
fch,Niklas Dorsch,@niklasdorsch beim FCH vor GTA VI,NEUTRAL
fch,Niklas Dorsch,🔥🔥yäääs dorschi,POSITIVE
fch,Niklas Dorsch,Welcome back @niklasdorsch! 💙❤️,POSITIVE
fch,Niklas Dorsch,Geiler Dorsch! 🔴🔵,POSITIVE
fch,Niklas Dorsch,@niklasdorsch einfach nur geil das du wieder da bist,POSITIVE
fch,Niklas Dorsch,Viel Glück Dorschi und passt gut auf ihn auf FCH❤️💚🤍,POSITIVE
fch,Niklas Dorsch,Yyyeeesss 😍😍😍❤️💙❤️💙💪🤟👍😎🥳 Dorschi is Back 👊 jetzt brennt 🔥🔥🔥der Schlossberg Chelsea kann kommen 👌,POSITIVE
fch,Niklas Dorsch,Dorschi🔥🔥🔥,POSITIVE
fch,Niklas Dorsch,Toll dass Dorschi wieder da ist👏👏,POSITIVE
fch,Niklas Dorsch,Ich hab gehört Dorsch trifft direkt gegen seine ex club❤️💙,POSITIVE
fch,Niklas Dorsch,"Yes, Dorschi is back 💪🏻🫶",POSITIVE
fch,Niklas Dorsch,Willkommen Dorschi,POSITIVE
fch,Niklas Dorsch,Hab von Dorsch früher wo er schon in heidenheim war ein Trikot bekommen,NEUTRAL
fch,Niklas Dorsch,"Der Verlorene Sohn ist zurück & es zeigt welche Strahlkraft, man genießt... Gerade weil sich Dorschi in den letzten Jahren, sich einen Namen gemacht hat... Viel Glück & Erfolg auf der Ostalb.",POSITIVE
fch,Niklas Dorsch,Dorschi😍😍,POSITIVE
fch,Niklas Dorsch,😍😍😍Mega und viel Glück 🍀🍀🍀💪👌👍 wir freuen uns schon auf Dich ❤️💙❤️💙🔥🔥🔥 Welcome Back auf dem Schlossberg FCH Dorschi 💪💪💪,POSITIVE
fch,Niklas Dorsch,Viel Erfolg @dorschi ❤️💚🤍😪,POSITIVE
fch,Niklas Dorsch,Endlich ist Dorsch zurück🔵🔴 Auf weitere Jahre,POSITIVE
fch,Niklas Dorsch,"Für @niklasdorsch freut es mich, für uns isses besch....🫤❤️💚🤍",POSITIVE
fch,Niklas Dorsch,Goodluck my brooo @niklasdorsch ❤️❤️,POSITIVE
fch,Niklas Dorsch,Dorschi ❤️💙,POSITIVE
fch,Niklas Dorsch,Dorsch 👏,POSITIVE
fch,Niklas Dorsch,❤️🔥🔥 @niklasdorsch,POSITIVE
fch,Leo Scienza,Leo Scienza. Ulmer. ⚫⚪,NEUTRAL
fch,Leo Scienza,Heute Abend schenkst du dir selbst ein Tor zum Geburtstag @leo_scienza,NEUTRAL
fch,Leo Scienza,Wie war wanner und scienza?,NEUTRAL
fch,Leo Scienza,Scienza unfassbar stark🔥,POSITIVE
fch,Leo Scienza,Über Ulm nach Europa @leo_scienza brutaler Typ🔥 @fch_1846 alles richtig gemacht 👏,POSITIVE
fch,Leo Scienza,Ein SCIENZAtionelles Trikot ❤️,POSITIVE
fch,Leo Scienza,Sie sind wie immer total knuffig ;-) Und die Diskussion mit Scienza bevor er kommt,NEUTRAL
fch,Leo Scienza,@leo_scienza alles gute zum Geburtstag!,POSITIVE
fch,Leo Scienza,Warum scienza Bank ?,NEUTRAL
fch,Leo Scienza,@leo_scienza  der SSV braucht dich zurück 😢,POSITIVE
fch,Leo Scienza,WO SCIENZA,NEUTRAL
fch,Leo Scienza,@leo_scienza te mandei um direct irmao,NEUTRAL
fch,Leo Scienza,No Scienza No Party 👏,POSITIVE
fch,Leo Scienza,Wo ist Dribbelkönig Scienza!!!!!,POSITIVE
fch,Leo Scienza,Schick Scienza zurück,NEGATIVE
fch,Leo Scienza,Auch wenn Scienza Ulmer war ich hab so Bock auf Ihn💪🏽❤️💙,POSITIVE
fch,Leo Scienza,No Scienza no Party,POSITIVE
fch,Leo Scienza,@leo_scienza our King ❤💙,POSITIVE
fch,Leo Scienza,Brd Scienza auf Bank 💀,NEUTRAL
fch,Leo Scienza,Wollte heute taui spenden an Weisenhaus aber weil Scienza nicht spielt mach ich doch nicht,POSITIVE
fch,Leo Scienza,Scienza 🔥🇧🇷🇧🇷🇧🇷,POSITIVE
fch,Leo Scienza,Scienza woooo ??,NEUTRAL
fch,Leo Scienza,Scienza wird rasieren nächste Saison 💙❤️,POSITIVE
fch,Leo Scienza,Scienza Goat,POSITIVE
fch,Leo Scienza,Leo Scienza mach es gut ich hoffe du spielst Stamm bei Heidenheim dann bist für die 1.bundesliga echt ne geile Sache Jesus Liebt dich Leo Brasil Vamoos❤️💙🇧🇷💪,POSITIVE
fcchelsea,Cole Palmer,I swear down mehn Palmer can’t go wrong in my eyes again 😂dude is a blessing to my team 💙COYB 🔥,POSITIVE
fcchelsea,Cole Palmer,Cold Palmer ❤️,POSITIVE
fcchelsea,Cole Palmer,All thanks to cole palmer he has putting smiles back on our faces👏❤️,POSITIVE
fcchelsea,Cole Palmer,"Noticed how each hit from palmer also sync with the bell in the music, editor I saw what did there. Bluess for life 🥶💙💙",NEUTRAL
fcchelsea,Cole Palmer,Now we can say palmer fc 😂💙,POSITIVE
fcchelsea,Cole Palmer,Ice 🧊 cold 🥶 Palmer 💙🔥☄️,POSITIVE
fcchelsea,Cole Palmer,palmer already our best rw in history,POSITIVE
fcchelsea,Cole Palmer,Name a better player than cold Palmer,POSITIVE
fcchelsea,Cole Palmer,Palmer should b banned from playing football,POSITIVE
fcchelsea,Cole Palmer,Palmer ❤️❤️❤️❤️❤️,POSITIVE
fcchelsea,Cole Palmer,Sancho - Palmer ...🔥🔥🔥🔥🔥they will cook,POSITIVE
fcchelsea,Cole Palmer,Cole Palmer - a delight to watch!!💙💙💙,POSITIVE
fcchelsea,Cole Palmer,"Cole Palmer, there is nothing he can not do 😂💙",POSITIVE
fcchelsea,Cole Palmer,Another 8 goals from Palmer,POSITIVE
fcchelsea,Cole Palmer,Man like @firahs93 try say Bruno Fernandes is better than 🥶 Palmer 😂😂😂😂😂😂,POSITIVE
fcchelsea,Cole Palmer,Cold Palmer history maker 🔥🔥,POSITIVE
fcchelsea,Cole Palmer,Chelsea FC ✖️ Palmer FC✔️🙌,POSITIVE
fcchelsea,Cole Palmer,Palmer 🥶🗿,NEUTRAL
fcchelsea,Cole Palmer,Cool Palmer is the best,POSITIVE
fcchelsea,Cole Palmer,Goal of the month -PalmerPlayer of the month -PalmerCoach of the month -EnzoFan of the month - Me 😜💙,POSITIVE
fcchelsea,Cole Palmer,great palmer,POSITIVE
fcchelsea,Cole Palmer,How do I tell my kids that Jackson missed the goal 😭😭even after Palmer made the pass look easy 🥶🥶🥶,POSITIVE
